date,y_pred,y_true
2018-10-09,107.64496574461461,112.26
2018-10-10,107.982732052207,106.16
2018-10-11,104.49186925053597,105.91
2018-10-12,104.0377934640646,109.57
2018-10-15,105.9546735650301,107.6
2018-10-16,104.93308667898178,111.0
2018-10-17,107.0990250235796,110.71
2018-10-18,107.29272494971752,108.5
2018-10-19,105.74333756923676,108.66
2018-10-22,106.65317594766617,109.63
2018-10-23,105.94712534606457,108.1
2018-10-24,103.96322535336017,102.32
2018-10-25,102.13059600353242,108.3
2018-10-26,104.76352032184602,106.96
2018-10-29,103.63869905531406,103.85
2018-10-30,101.65639163315296,103.73
2018-10-31,101.3338207101822,106.81
2018-11-01,103.58298264503479,105.92
2018-11-02,103.03391803562641,106.16
