date,y_pred,y_true
2018-12-06,109.21521674156189,109.19
2018-12-07,107.63469884753228,104.82
2018-12-10,106.82406630575657,107.59
2018-12-11,106.62455679535866,108.59
2018-12-12,108.13119920551777,109.08
2018-12-13,108.39521724641324,109.45
2018-12-14,108.12194533407688,106.03
2018-12-17,106.12142700910569,102.89
2018-12-18,103.59762675523758,103.97
2018-12-19,103.53455059587955,103.69
2018-12-20,103.09101027607917,101.51
2018-12-21,100.88781614661217,98.23
2018-12-24,99.16079589784145,94.13
2018-12-26,96.75742790162563,100.56
2018-12-27,98.64178281188012,101.18
2018-12-28,99.12050103604794,100.39
2018-12-31,99.77947185993195,101.57
